# gapseq version: 1.2 34eb2fd3
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
# Genome format: nucl
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|P3-PWY|	gallate degradation III (anaerobic)	false	45	1	0	0	R8-RXN PHOSACETYLTRANS-RXN R11-RXN RXN-16834 
|P401-PWY|	cyanide degradation	true	100	0	0	0	L-3-CYANOALANINE-SYNTHASE-RXN 
|P421-PWY|	4-nitrotoluene degradation I	false	66	0	0	0	R362-RXN R363-RXN 
|P42-PWY|	incomplete reductive TCA cycle	false	57	0	0	0	PYRUVATE-CARBOXYLASE-RXN FUMHYDR-RXN SUCCCOASYN-RXN R601-RXN 
|P481-PWY|	adamantanone degradation	false	50	0	0	0	R422-RXN R423-RXN 
|P482-PWY|	arsonoacetate degradation	false	0	1	0	0	
|P483-PWY|	phosphonoacetate degradation	false	0	0	0	0	
|P541-PWY|	glycine betaine biosynthesis IV (from glycine)	false	0	0	0	0	
|P561-PWY|	proline betaine degradation I	false	66	0	0	0	R501-RXN R502-RXN 
|P562-PWY|	myo-inositol degradation I	true	71	0	1	1	RXN-2902 MYO-INOSITOL-2-DEHYDROGENASE-RXN MYO-INOSOSE-2-DEHYDRATASE-RXN RXN-14149 RXN-14150 
|P581-PWY|	thiocyanate degradation I	false	0	0	0	0	
|P601-PWY|	(+)-camphor degradation	false	16	2	1	0	R543-RXN 
|P621-PWY|	nylon-6 oligomer degradation	false	33	1	0	0	6-OXOHEXANOATE-OXIDATION-RXN 
|P641-PWY|	phenylmercury acetate degradation	false	50	0	1	1	MERCURY-II-REDUCTASE-RXN 
|P661-PWY|	dibenzo-p-dioxin degradation	false	0	2	0	0	
|P662-PWY|	dibenzofuran degradation	false	0	0	0	0	
|PANTO-PWY|	phosphopantothenate biosynthesis I	false	75	0	0	0	PANTOATE-BETA-ALANINE-LIG-RXN 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN PANTOTHENATE-KIN-RXN 
|PARATHION-DEGRADATION-PWY|	parathion degradation	false	50	1	1	1	ARYLDIALKYL-PHOSPHATASE-RXN 
|PCEDEG-PWY|	tetrachloroethene degradation	false	25	1	0	0	
|PCPDEG-PWY|	pentachlorophenol degradation	false	33	0	1	0	RXN-18406 MALEYLACETATE-REDUCTASE-RXN RXN-18403 
|PHENOLDEG-PWY|	phenol degradation II (anaerobic)	false	25	0	1	1	PHENOLPHOS-RXN 
|PHENYLALANINE-DEG1-PWY|	L-phenylalanine degradation I (aerobic)	true	100	0	0	0	RXN66-569 
|PHESYN|	L-phenylalanine biosynthesis I	true	100	0	1	1	PREPHENATEDEHYDRAT-RXN CHORISMATEMUT-RXN RXN-10814 
|PHOSPHONOTASE-PWY|	2-aminoethylphosphonate degradation I	false	0	0	1	0	
|PLPSAL-PWY|	pyridoxal 5'-phosphate salvage I	false	40	0	0	0	PNPOXI-RXN PMPOXI-RXN 
|PPGPPMET-PWY|	ppGpp metabolism	true	100	0	0	0	PPPGPPHYDRO-RXN PPGPPSYN-RXN GTPPYPHOSKIN-RXN GDPPYPHOSKIN-RXN RXN0-6427 GDPKIN-RXN 
|PROPIONMET-PWY|	propanoyl CoA degradation I	false	33	0	0	0	PROPIONYL-COA-CARBOXY-RXN 
|PROSYN-PWY|	L-proline biosynthesis I (from L-glutamate)	true	100	0	0	0	PYRROLINECARBREDUCT-RXN GLUTSEMIALDEHYDROG-RXN GLUTKIN-RXN 
|PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY|	protocatechuate degradation II (ortho-cleavage pathway)	false	0	0	0	0	
|PROUT-PWY|	L-proline degradation I	true	100	0	1	1	RXN-14116 RXN-14903 
|PUTDEG-PWY|	putrescine degradation I	true	100	0	0	0	AMINOBUTDEHYDROG-RXN PUTTRANSAM-RXN 
|PWY0-1021|	L-alanine biosynthesis III	true	100	0	0	0	RXN0-308 
|PWY0-1182|	trehalose degradation II (cytosolic)	false	50	0	1	0	GLUCOKIN-RXN 
|PWY0-1221|	putrescine degradation II	true	75	0	1	1	RXN0-3922 RXN0-3921 RXN0-3901 
|PWY0-1241|	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	true	80	0	1	1	RXN0-4341 RXN0-4342 5.1.3.20-RXN RXN0-4301 
|PWY0-1261|	anhydromuropeptides recycling I	false	75	0	1	0	RXN0-4621 RXN0-5226 RXN0-5225 5.4.2.10-RXN 2.3.1.157-RXN NAG1P-URIDYLTRANS-RXN RXN0-2361 UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN UDPNACETYLMURAMATEDEHYDROG-RXN 
|PWY0-1264|	biotin-carboxyl carrier protein assembly	true	100	0	0	0	BIOTINLIG-RXN BIOTIN-CARBOXYL-RXN RXN0-5055 
|PWY0-1275|	lipoate biosynthesis and incorporation II	false	50	0	1	0	RXN0-949 
|PWY0-1280|	ethylene glycol degradation	true	100	0	0	0	GLYCOLALD-DEHYDROG-RXN GLYCOLALDREDUCT-RXN 
|PWY0-1295|	pyrimidine ribonucleosides degradation	false	0	0	1	0	
|PWY0-1296|	purine ribonucleosides degradation	true	83	0	0	0	XANTHOSINEPHOSPHORY-RXN ADENPHOSPHOR-RXN ADENODEAMIN-RXN INOPHOSPHOR-RXN RXN0-5199 
|PWY0-1299|	arginine dependent acid resistance	true	100	0	0	0	ARGDECARBOX-RXN 
|PWY0-1300|	2-O-&alpha;-mannosyl-D-glycerate degradation	false	50	0	1	0	GKI-RXN 
|PWY0-1301|	melibiose degradation	true	100	0	0	0	ALPHAGALACTOSID-RXN 
|PWY0-1303|	aminopropylcadaverine biosynthesis	false	50	0	1	0	LYSDECARBOX-RXN 
|PWY0-1305|	L-glutamate degradation IX (via 4-aminobutanoate)	false	0	0	0	0	
|PWY0-1306|	L-galactonate degradation	false	0	0	0	0	
|PWY0-1309|	chitobiose degradation	false	0	0	0	0	
|PWY0-1312|	acetate and ATP formation from acetyl-CoA I	false	50	0	0	0	PHOSACETYLTRANS-RXN 
|PWY0-1313|	acetate conversion to acetyl-CoA	true	100	0	0	0	ACETATE--COA-LIGASE-RXN 
|PWY0-1314|	fructose degradation	false	0	0	0	0	
|PWY0-1315|	L-lactaldehyde degradation (anaerobic)	true	100	0	0	0	LACTALDREDUCT-RXN 
|PWY0-1317|	L-lactaldehyde degradation (aerobic)	true	100	0	0	0	L-LACTDEHYDROGFMN-RXN LACTALDDEHYDROG-RXN 
|PWY0-1319|	CDP-diacylglycerol biosynthesis II	false	50	0	0	0	GLYC3PDEHYDROGBIOSYN-RXN RXN-10462 
|PWY0-1321|	nitrate reduction III (dissimilatory)	false	0	0	2	0	
|PWY0-1324|	N-acetylneuraminate and N-acetylmannosamine degradation I	false	0	0	0	0	
|PWY0-1329|	succinate to cytochrome bo oxidase electron transfer	true	100	0	2	2	RXN0-5268 SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN 
|PWY0-1334|	NADH to cytochrome bd oxidase electron transfer I	true	100	0	2	2	NADH-DEHYDROG-A-RXN RXN0-5266 
|PWY0-1335|	NADH to cytochrome bo oxidase electron transfer I	true	100	0	2	2	NADH-DEHYDROG-A-RXN RXN0-5268 
|PWY0-1336|	NADH to fumarate electron transfer	false	50	1	1	1	R601-RXN 
|PWY0-1337|	oleate &beta;-oxidation	true	97	0	0	0	RXN0-5391 RXN0-5390 RXN0-5393 RXN-17783 RXN-17782 RXN-17781 RXN-17780 RXN-17779 RXN-17778 RXN-17777 RXN-17776 RXN-17775 RXN-14393 RXN-14394 RXN-7931 RXN-9644 RXN-20675 RXN-20676 RXN-14274 RXN-13615 RXN-13616 RXN-12490 RXN-13617 RXN-14229 RXN-20678 RXN-20679 RXN-14277 RXN-14278 RXN-12567 RXN-12570 RXN-12565 BUTYRYL-COA-DEHYDROGENASE-RXN RXN-11662 ACETYL-COA-ACETYLTRANSFER-RXN 
|PWY0-1338|	polymyxin resistance	false	33	1	0	0	RXN0-3521 
|PWY0-1347|	NADH to trimethylamine N-oxide electron transfer	false	0	1	1	0	
|PWY0-1348|	NADH to dimethyl sulfoxide electron transfer	false	0	1	1	0	
|PWY0-1352|	nitrate reduction VIII (dissimilatory)	false	0	1	1	0	
|PWY0-1353|	succinate to cytochrome bd oxidase electron transfer	true	100	0	2	2	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN RXN0-5266 
|PWY0-1355|	formate to trimethylamine N-oxide electron transfer	false	0	0	2	0	
|PWY0-1356|	formate to dimethyl sulfoxide electron transfer	false	0	0	2	0	
|PWY0-1391|	S-methyl-5'-thioadenosine degradation IV	true	100	0	0	0	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN 
|PWY0-1433|	tetrahydromonapterin biosynthesis	false	75	1	0	0	RXN0-6367 GTP-CYCLOHYDRO-I-RXN 
|PWY0-1465|	D-malate degradation	false	0	0	0	0	
|PWY0-1466|	trehalose degradation VI (periplasmic)	false	0	0	0	0	
|PWY0-1471|	uracil degradation III	false	0	0	0	0	
|PWY0-1477|	ethanolamine utilization	false	60	0	1	1	ETHAMLY-RXN PHOSACETYLTRANS-RXN ALCOHOL-DEHYDROG-RXN 
|PWY0-1479|	tRNA processing	true	80	0	0	0	RXN0-6478 RXN0-6479 RXN0-4222 RXN0-6482 RXN0-6484 RXN0-6483 RXN0-6481 RXN0-6485 
|PWY0-1507|	biotin biosynthesis from 8-amino-7-oxononanoate I	true	75	0	1	1	DAPASYN-RXN RXN-17472 RXN-17473 
|PWY0-1517|	sedoheptulose bisphosphate bypass	false	50	0	1	0	SEDOBISALDOL-RXN 
|PWY0-1527|	curcumin degradation	true	100	0	0	0	RXN0-6676 RXN0-6677 
|PWY0-1533|	methylphosphonate degradation I	false	0	0	0	0	
|PWY0-1535|	D-serine degradation	true	100	0	0	0	RXN-15581 
|PWY0-1544|	proline to cytochrome bo oxidase electron transfer	true	100	0	0	0	RXN0-5268 RXN0-7008 
|PWY0-1545|	cardiolipin biosynthesis III	true	66	0	1	1	PHOSPHAGLYPSYN-RXN RXN0-7012 
|PWY0-1546|	muropeptide degradation	false	25	0	0	0	RXN0-6981 
|PWY0-1554|	5-(methoxycarbonylmethoxy)uridine biosynthesis	true	100	0	0	0	RXN0-7067 RXN0-7066 RXN0-7167 
|PWY0-1561|	glycerol-3-phosphate to cytochrome bo oxidase electron transfer	true	100	0	0	0	RXN0-5260 RXN0-5268 
|PWY0-1565|	D-lactate to cytochrome bo oxidase electron transfer	false	50	0	0	0	RXN0-5268 
|PWY0-1567|	NADH to cytochrome bo oxidase electron transfer II	false	50	0	0	0	RXN0-5268 
|PWY0-1568|	NADH to cytochrome bd oxidase electron transfer II	false	50	0	0	0	RXN0-5266 
|PWY0-1569|	autoinducer AI-2 degradation	false	0	0	0	0	
|PWY0-1573|	nitrate reduction VIIIb (dissimilatory)	false	0	0	0	0	
|PWY0-1576|	hydrogen to fumarate electron transfer	false	50	0	0	0	R601-RXN 
|PWY0-1577|	hydrogen to dimethyl sulfoxide electron transfer	false	0	0	0	0	
|PWY0-1578|	hydrogen to trimethylamine N-oxide electron transfer	false	0	0	0	0	
|PWY0-1581|	nitrate reduction IX (dissimilatory)	false	0	0	0	0	
|PWY0-1582|	glycerol-3-phosphate to fumarate electron transfer	false	50	0	0	0	R601-RXN 
|PWY0-1584|	nitrate reduction X (dissimilatory, periplasmic)	false	66	0	0	0	RXN0-5260 RXN-18584 
|PWY0-1585|	formate to nitrite electron transfer	false	33	0	0	0	RXN-18604 
|PWY0-1586|	peptidoglycan maturation (meso-diaminopimelate containing)	false	25	6	0	0	RXN-16650 RXN-16649 RXN-16659 
|PWY0-1587|	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	true	100	0	0	0	RXN-14570 RXN-14569 
|PWY0-1590|	NADH to hydrogen peroxide electron transfer	false	0	1	0	0	
|PWY0-1591|	glycerol-3-phosphate to hydrogen peroxide electron transport	false	0	0	0	0	
|PWY0-1597|	prenylated FMNH2 biosynthesis	false	33	0	0	0	RXN-16937 
|PWY0-1599|	periplasmic disulfide bond formation	false	0	1	0	0	
|PWY0-1600|	periplasmic disulfide bond reduction	false	50	1	0	0	RXN-20057 
|PWY0-1601|	cadaverine biosynthesis	true	100	0	0	0	LYSDECARBOX-RXN 
|PWY0-1602|	D-gulosides conversion to D-glucosides	false	0	0	0	0	
|PWY0-301|	L-ascorbate degradation I (bacterial, anaerobic)	false	0	0	1	0	
|PWY0-321|	phenylacetate degradation I (aerobic)	false	44	0	0	0	RXN-3641 RXN0-2044 RXN0-6512 RXN-2425 
|PWY0-42|	2-methylcitrate cycle I	true	100	0	1	1	PROPIONATE--COA-LIGASE-RXN 2-METHYLCITRATE-SYNTHASE-RXN 2-METHYLCITRATE-DEHYDRATASE-RXN METHYLISOCITRATE-LYASE-RXN 4.2.1.99-RXN 
|PWY0-43|	conversion of succinate to propanoate	false	33	0	0	0	RXN0-268 
|PWY0-44|	D-allose degradation	false	0	0	0	0	
|PWY0-461|	L-lysine degradation I	false	71	0	1	0	LYSDECARBOX-RXN RXN0-7317 RXN0-7318 RXN-8182 VAGL-RXN 
|PWY0-501|	lipoate biosynthesis and incorporation I	true	100	0	0	0	RXN0-949 RXN0-947 
|PWY0-521|	fructoselysine and psicoselysine degradation	false	0	0	0	0	
|PWY0-522|	lipoate salvage I	false	0	0	0	0	
|PWY0-541|	cyclopropane fatty acid (CFA) biosynthesis	true	100	0	0	0	2.1.1.79-RXN 
|PWY0-662|	PRPP biosynthesis	true	100	0	0	0	PRPPSYN-RXN 
|PWY0-823|	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	false	50	0	0	0	ARGDECARBOX-RXN 
|PWY0-862|	(5Z)-dodecenoate biosynthesis I	true	100	0	2	2	RXN0-2145 RXN0-2144 RXN0-2142 RXN0-2141 5.3.3.14-RXN RXN-9655 
|PWY0-901|	L-selenocysteine biosynthesis I (bacteria)	false	66	0	1	0	2.7.9.3-RXN RXN0-2161 
|PWY0-981|	taurine degradation IV	false	0	0	0	0	
|PWY-1001|	cellulose biosynthesis	false	0	0	0	0	
|PWY-101|	photosynthesis light reactions	false	25	0	2	0	1.18.1.2-RXN 
|PWY-102|	gibberellin inactivation I (2&beta;-hydroxylation)	false	72	3	0	0	RXN-118 RXN-115 RXN-114 RXN-171 RXN-991 
|PWY-1042|	glycolysis IV	false	90	0	1	0	2.7.1.90-RXN F16ALDOLASE-RXN TRIOSEPISOMERIZATION-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN 3PGAREARR-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN 1.2.1.9-RXN 
|PWY-1081|	homogalacturonan degradation	false	0	1	0	0	
|PWY-1164|	carbon disulfide oxidation I (anaerobic)	false	0	0	0	0	
|PWY-116|	coniferin metabolism	false	0	2	0	0	
|PWY-1263|	taurine degradation I	true	100	0	0	0	TAURINE-AMINOTRANSFERASE-RXN 
|PWY-1264|	taurine degradation II	true	100	0	0	0	TAURINE-DEHYDROGENASE-RXN 
|PWY-1269|	CMP-3-deoxy-D-manno-octulosonate biosynthesis	true	75	0	1	1	CPM-KDOSYNTH-RXN KDO-8PSYNTH-RXN DARAB5PISOM-RXN 
|PWY-1281|	sulfoacetaldehyde degradation I	true	100	0	1	1	RXN-2364 PHOSACETYLTRANS-RXN 
|PWY1-2|	L-alanine degradation IV	true	100	0	0	0	ALANINE-DEHYDROGENASE-RXN 
|PWY-1341|	phenylacetate degradation II (anaerobic)	false	25	1	0	0	
|PWY-1361|	benzoyl-CoA degradation I (aerobic)	false	57	1	1	0	RXN0-2044 RXN-3641 RXN-2425 
|PWY-1381|	fluorene degradation II	false	0	2	0	0	
|PWY1-3|	polyhydroxybutanoate biosynthesis	false	66	0	1	0	ACETYL-COA-ACETYLTRANSFER-RXN RXN-5901 
|PWY-1422|	vitamin E biosynthesis (tocopherols)	false	42	0	0	0	4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN TOCOPHEROL-O-METHYLTRANSFERASE-RXN RXN-2562 
|PWY-142|	m-xylene degradation (anaerobic)	false	0	3	0	0	
|PWY-1501|	mandelate degradation I	false	60	0	1	1	MANDELATE-DEHYDROGENASE-RXN BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN 
|PWY-1622|	formaldehyde assimilation I (serine pathway)	false	58	1	4	3	MALATE--COA-LIGASE-RXN PEPCARBOX-RXN 2PGADEHYDRAT-RXN HYDROXYPYRUVATE-REDUCTASE-RXN GKI-RXN GLYOHMETRANS-RXN 
|PWY-1641|	methane oxidation to methanol I	false	0	0	0	0	
|PWY-1722|	formate assimilation into 5,10-methylenetetrahydrofolate	false	66	0	1	0	METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN 
|PWY-1723|	formaldehyde oxidation VI (H4MPT pathway)	false	0	0	0	0	
|PWY-1781|	&beta;-alanine degradation II	true	100	0	1	1	2.6.1.18-RXN RXN-2902 
|PWY-1801|	formaldehyde oxidation II (glutathione-dependent)	true	100	0	1	1	S-FORMYLGLUTATHIONE-HYDROLASE-RXN RXN-2962 
|PWY-181|	photorespiration	false	77	1	1	0	GPH-RXN RXN-969 GLY3KIN-RXN GLYCERATE-DEHYDROGENASE-RXN GCVMULTI-RXN GLYOHMETRANS-RXN 
|PWY-1861|	formaldehyde assimilation II (assimilatory RuMP Cycle)	false	66	0	2	0	F16ALDOLASE-RXN 2TRANSKETO-RXN TRANSALDOL-RXN 1TRANSKETO-RXN RIBULP3EPIM-RXN RIB5PISOM-RXN 
|PWY-1881|	formate oxidation to CO2	true	100	0	0	0	1.2.1.2-RXN 
|PWY18C3-23|	guaiacol biosynthesis	false	0	0	0	0	
|PWY18C3-5|	&alpha;-tomatine degradation	false	0	4	0	0	
|PWY18HP-2|	decaprenoxanthin diglucoside biosynthesis	false	0	0	1	0	
|PWY1A0-6120|	streptorubin B biosynthesis	true	88	9	0	0	RXN1A0-6108 2.3.1.180-RXN RXN-9661 RXN-9533 RXN-9532 RXN-9531 RXN-9660 RXN-9655 RXN-9528 RXN-9527 RXN-9659 4.2.1.59-RXN RXN-9524 RXN-9523 RXN-9658 RXN-9520 RXN-9518 RXN-9516 RXN-9657 4.2.1.58-RXN RXN-9514 
|PWY1A0-6325|	actinorhodin biosynthesis	false	10	6	0	0	RXN1A0-6310 
|PWY1G01-4|	glutarate degradation	false	0	0	1	0	
|PWY1G-0|	mycothiol biosynthesis	false	50	0	0	0	RXN1G-2 RXN1G-121 RXN1G-4 
|PWY1G-126|	mycothiol oxidation	false	0	1	0	0	
|PWY1G-170|	formaldehyde oxidation III (mycothiol-dependent)	false	0	1	0	0	
|PWY1G-1|	mycothiol-mediated detoxification	false	0	0	0	0	
|PWY1QP9-2|	fructosyllysine and glucosyllysine metabolism	false	0	2	0	0	
|PWY1YI0-1|	arsenate detoxification V	false	50	1	0	0	RXN1YI0-11 
|PWY1YI0-3|	aerobic respiration (NDH-1 to cytochrome c oxidase via plastocyanin)	false	66	0	0	0	NADH-PQ-DEHYDROG-RXN RXN1YI0-22 
|PWY1YI0-6|	aerobic respiration in cyanobacteria (NDH-2 to cytochrome c oxidase via plastocyanin)	false	66	0	0	0	RXN1YI0-22 RXN1YI0-16 
|PWY1YI0-7|	protective electron sinks in the thylakoid membrane (PSII to PTOX)	false	0	0	0	0	
|PWY1ZNC-1|	assimilatory sulfate reduction IV	false	75	0	0	0	SULFATE-ADENYLYLTRANS-RXN SULFITE-REDUCTASE-FERREDOXIN-RXN ADENYLYLSULFKIN-RXN 
|PWY-2161|	folate polyglutamylation	true	80	0	0	0	FOLYLPOLYGLUTAMATESYNTH-RXN RXN0-2921 FORMYLTHFGLUSYNTH-RXN GLYOHMETRANS-RXN 
|PWY-2201|	folate transformations I	false	70	0	0	0	1.5.1.20-RXN HOMOCYSMETB12-RXN GCVMULTI-RXN FORMYLTHFDEFORMYL-RXN METHENYLTHFCYCLOHYDRO-RXN METHYLENETHFDEHYDROG-NADP-RXN GLYOHMETRANS-RXN 
|PWY-2221|	Entner-Doudoroff pathway III (semi-phosphorylative)	true	87	0	0	0	GLUCONATE-DEHYDRATASE-RXN DEOXYGLUCONOKIN-RXN RXN-3443 KDPGALDOL-RXN 3PGAREARR-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN 
|PWY-2242|	ammonia oxidation III	false	0	1	0	0	
|PWY-2261|	ascorbate glutathione cycle	false	33	1	0	0	1.8.5.1-RXN 
|PWY-2301|	myo-inositol biosynthesis	false	0	0	1	0	
|PWY-2361|	3-oxoadipate degradation	false	50	0	0	0	RXN-3641 
|PWY-2381|	4-nitrobenzoate degradation	false	0	0	0	0	
|PWY-2421|	indole-3-acetate degradation I	false	0	0	0	0	
|PWY-2503|	benzoate degradation I (aerobic)	false	50	0	1	0	1.3.1.25-RXN 
|PWY-2601|	isethionate degradation	true	100	0	0	0	RXN-4261 
|PWY-2622|	trehalose biosynthesis IV	true	100	0	0	0	5.4.99.16-RXN 
|PWY-2661|	trehalose biosynthesis V	false	0	0	1	0	
|PWY-2721|	trehalose degradation III	false	0	0	0	0	
|PWY-2722|	trehalose degradation IV	false	33	0	1	0	GLUCOKIN-RXN 
|PWY-283|	benzoate degradation II (aerobic and anaerobic)	true	100	0	0	0	BENZOATE--COA-LIGASE-RXN 
|PWY-2941|	L-lysine biosynthesis II	false	88	1	1	0	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN DIAMINOPIMDECARB-RXN DIAMINOPIMEPIM-RXN RXN-14014 
|PWY-2942|	L-lysine biosynthesis III	false	83	0	1	0	ASPARTATEKIN-RXN ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-2|	putrescine degradation IV	false	50	0	0	0	AMINOBUTDEHYDROG-RXN 
|PWY-301|	cyclohexane-1-carboxylate degradation (anaerobic)	true	100	0	0	0	R281-RXN R282-RXN 
|PWY-3081|	L-lysine biosynthesis V	false	44	0	3	1	2-AMINOADIPATE-AMINOTRANSFERASE-RXN RXN-5184 RXN-5183 RXN-7970 
|PWY-3161|	indole-3-acetate biosynthesis III (bacteria)	false	50	0	1	0	RXNN-404 
|PWY-3162|	L-tryptophan degradation V (side chain pathway)	false	15	11	0	0	RXN-5424 RXN-5581 
|PWY-3181|	L-tryptophan degradation VI (via tryptamine)	false	66	1	0	0	AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN RXN-1401 
|PWY-3461|	L-tyrosine biosynthesis II	false	66	0	1	0	CHORISMATEMUT-RXN PREPHENATE-TRANSAMINE-RXN 
|PWY-3462|	L-phenylalanine biosynthesis II	true	100	0	1	1	CHORISMATEMUT-RXN PREPHENATE-TRANSAMINE-RXN CARBOXYCYCLOHEXADIENYL-DEHYDRATASE-RXN 
|PWY-3561|	choline biosynthesis III	false	0	0	0	0	
|PWY-3602|	L-carnitine degradation II	false	33	2	1	1	CARNITINE-3-DEHYDROGENASE-RXN 
|PWY-3641|	L-carnitine degradation III	true	100	0	1	1	RXN-5921 RXN-6002 1.1.1.39-RXN 
|PWY-3661|	glycine betaine degradation I	false	60	0	1	1	2.1.1.5-RXN RXN-15125 GLYOHMETRANS-RXN 
|PWY-3721|	choline degradation II	true	100	0	0	0	CHOLINE-OXIDASEII-RXN CHOLINE-OXIDASE-RXN 
|PWY-3722|	glycine betaine biosynthesis II (Gram-positive bacteria)	true	100	0	0	0	RXN-6021 BADH-RXN 
|PWY-3781|	aerobic respiration I (cytochrome c)	true	100	0	0	0	1.10.2.2-RXN NADH-DEHYDROG-A-RXN SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN CYTOCHROME-C-OXIDASE-RXN 
|PWY-3801|	sucrose degradation II (sucrose synthase)	false	60	0	1	0	GLUC1PURIDYLTRANS-RXN PGLUCISOM-RXN PHOSPHOGLUCMUT-RXN 
|PWY-3941|	&beta;-alanine biosynthesis II	true	100	0	1	1	PROPIONATE--COA-LIGASE-RXN RXN-6383 RXN-6384 3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN PROPCOASYN-RXN 2.6.1.18-RXN 
|PWY-3982|	uracil degradation I (reductive)	true	100	0	0	0	1.3.1.2-RXN DIHYDROPYRIMIDINASE-RXN BETA-UREIDOPROPIONASE-RXN 
|PWY3DJ-11281|	sphingomyelin metabolism	false	0	1	0	0	
|PWY3O-1743|	D-mannose degradation II	false	0	0	0	0	
|PWY3O-246|	(R,R)-butanediol degradation	false	0	0	0	0	
|PWY3O-4106|	NAD salvage pathway IV (from nicotinamide riboside)	false	50	0	0	0	2.7.7.1-RXN 
|PWY3O-440|	pyruvate fermentation to acetoin III	false	33	1	0	0	RXN0-2022 
|PWY3O-450|	phosphatidylcholine biosynthesis I	false	0	0	0	0	
|PWY-3|	putrescine degradation V	false	50	0	1	0	AMINOBUTDEHYDROG-RXN 
|PWY-4081|	glutathione-peroxide redox reactions	false	33	0	0	0	GLUTATHIONE-REDUCT-NADPH-RXN 
|PWY-40|	putrescine biosynthesis I	false	50	0	0	0	ARGDECARBOX-RXN 
|PWY-4101|	D-sorbitol degradation I	false	50	0	0	0	RXN-7644 
|PWY-4121|	glutathionylspermidine biosynthesis	false	0	0	0	0	
|PWY-4181|	glutathione amide metabolism	false	66	1	0	0	RXN-6702 RXN-6701 
|PWY-4261|	glycerol degradation I	false	66	0	0	0	GLYCEROL-KIN-RXN RXN-15745 
|PWY-4341|	L-glutamate biosynthesis V	true	100	0	0	0	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN 
|PWY-4361|	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	true	71	0	1	1	5.3.1.23-RXN R82-RXN R83-RXN R147-RXN RXN-13072 
|PWY-4381|	fatty acid biosynthesis initiation (type II)	true	100	0	1	1	MALONYL-COA-ACP-TRANSACYL-RXN 2.3.1.180-RXN RXN0-5055 
|PWY-43|	putrescine biosynthesis II	true	100	0	0	0	ARGDECARBOX-RXN AGMATINE-DEIMINASE-RXN N-CARBAMOYLPUTRESCINE-AMIDASE-RXN 
|PWY-4521|	arsenite oxidation I (respiratory)	false	50	0	0	0	CYTOCHROME-C-OXIDASE-RXN 
|PWY-4601|	arsenate reduction (respiratory)	false	0	0	0	0	
|PWY-4621|	arsenate detoxification II (glutaredoxin)	false	50	0	0	0	3.6.3.16-RXN 
|PWY-46|	putrescine biosynthesis III	false	0	0	0	0	
|PWY-4722|	creatinine degradation II	false	0	0	0	0	
|PWY-4741|	creatinine degradation III	false	0	2	0	0	
|PWY-481|	ethylbenzene degradation (anaerobic)	false	20	0	0	0	RXN-2006 
|PWY-4861|	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	true	100	0	0	0	UDP-GLUCURONATE-4-EPIMERASE-RXN 
|PWY490-3|	nitrate reduction VI (assimilatory)	false	75	0	0	0	GLUTAMINESYN-RXN GLUTDEHYD-RXN 1.7.7.2-RXN 
|PWY490-4|	L-asparagine biosynthesis III (tRNA-dependent)	true	100	0	1	1	RXN490-3616 GLUTAMIN-RXN RXN-20080 RXN-20081 
|PWY-4921|	protein citrullination	false	0	0	0	0	
|PWY-4981|	L-proline biosynthesis II (from arginine)	false	0	0	0	0	
|PWY-4984|	urea cycle	false	60	0	1	0	ORNCARBAMTRANSFER-RXN ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN 
|PWY-4|	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	false	50	1	0	0	RXN-3 
